Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
826.77	0.075000	0.19664	5.0854	3223.0	3604.4	9.1134	1.7074	2.1701	696.11	4.1115	30.741	0.073245	vapor
827.98	0.075000	0.19635	5.0928	3225.0	3607.0	9.1166	1.7082	2.1709	696.58	4.0944	30.790	0.073398	vapor
829.19	0.075000	0.19607	5.1003	3227.1	3609.6	9.1198	1.7090	2.1718	697.05	4.0773	30.839	0.073551	vapor
830.40	0.075000	0.19578	5.1078	3229.2	3612.3	9.1230	1.7099	2.1726	697.53	4.0604	30.888	0.073704	vapor
831.62	0.075000	0.19549	5.1152	3231.3	3614.9	9.1261	1.7107	2.1734	698.00	4.0435	30.937	0.073857	vapor
832.83	0.075000	0.19521	5.1227	3233.3	3617.5	9.1293	1.7116	2.1743	698.47	4.0268	30.986	0.074010	vapor
834.04	0.075000	0.19493	5.1302	3235.4	3620.2	9.1325	1.7124	2.1751	698.94	4.0101	31.035	0.074164	vapor
835.25	0.075000	0.19464	5.1376	3237.5	3622.8	9.1356	1.7133	2.1759	699.42	3.9935	31.084	0.074317	vapor
836.46	0.075000	0.19436	5.1451	3239.6	3625.4	9.1388	1.7141	2.1768	699.89	3.9771	31.133	0.074471	vapor
837.67	0.075000	0.19408	5.1526	3241.6	3628.1	9.1419	1.7149	2.1776	700.36	3.9607	31.182	0.074624	vapor
838.88	0.075000	0.19380	5.1600	3243.7	3630.7	9.1451	1.7158	2.1785	700.83	3.9444	31.230	0.074778	vapor
840.10	0.075000	0.19352	5.1675	3245.8	3633.4	9.1482	1.7166	2.1793	701.30	3.9282	31.279	0.074931	vapor
841.31	0.075000	0.19324	5.1750	3247.9	3636.0	9.1514	1.7175	2.1801	701.77	3.9121	31.328	0.075085	vapor
842.52	0.075000	0.19296	5.1824	3250.0	3638.6	9.1545	1.7183	2.1810	702.24	3.8961	31.377	0.075239	vapor
843.73	0.075000	0.19268	5.1899	3252.0	3641.3	9.1576	1.7192	2.1818	702.71	3.8801	31.426	0.075393	vapor
844.94	0.075000	0.19241	5.1973	3254.1	3643.9	9.1608	1.7200	2.1827	703.17	3.8643	31.474	0.075547	vapor
846.15	0.075000	0.19213	5.2048	3256.2	3646.6	9.1639	1.7209	2.1835	703.64	3.8486	31.523	0.075701	vapor
847.36	0.075000	0.19185	5.2123	3258.3	3649.2	9.1670	1.7217	2.1843	704.11	3.8329	31.572	0.075855	vapor
848.58	0.075000	0.19158	5.2197	3260.4	3651.9	9.1701	1.7225	2.1852	704.58	3.8173	31.621	0.076010	vapor
849.79	0.075000	0.19131	5.2272	3262.5	3654.5	9.1732	1.7234	2.1860	705.04	3.8018	31.670	0.076164	vapor
851.00	0.075000	0.19103	5.2347	3264.6	3657.2	9.1764	1.7242	2.1869	705.51	3.7864	31.718	0.076318	vapor
852.21	0.075000	0.19076	5.2421	3266.6	3659.8	9.1795	1.7251	2.1877	705.98	3.7711	31.767	0.076473	vapor
853.42	0.075000	0.19049	5.2496	3268.7	3662.5	9.1826	1.7259	2.1886	706.44	3.7559	31.816	0.076627	vapor
854.63	0.075000	0.19022	5.2571	3270.8	3665.1	9.1857	1.7268	2.1894	706.91	3.7407	31.864	0.076782	vapor
855.84	0.075000	0.18995	5.2645	3272.9	3667.8	9.1888	1.7276	2.1902	707.37	3.7257	31.913	0.076937	vapor
857.05	0.075000	0.18968	5.2720	3275.0	3670.4	9.1919	1.7285	2.1911	707.84	3.7107	31.962	0.077092	vapor
858.27	0.075000	0.18941	5.2794	3277.1	3673.1	9.1950	1.7293	2.1919	708.30	3.6958	32.010	0.077246	vapor
859.48	0.075000	0.18915	5.2869	3279.2	3675.7	9.1981	1.7302	2.1928	708.76	3.6809	32.059	0.077401	vapor
860.69	0.075000	0.18888	5.2944	3281.3	3678.4	9.2012	1.7310	2.1936	709.23	3.6662	32.108	0.077557	vapor
861.90	0.075000	0.18861	5.3018	3283.4	3681.0	9.2043	1.7319	2.1945	709.69	3.6515	32.156	0.077712	vapor
863.11	0.075000	0.18835	5.3093	3285.5	3683.7	9.2073	1.7327	2.1953	710.15	3.6370	32.205	0.077867	vapor
864.32	0.075000	0.18808	5.3168	3287.6	3686.4	9.2104	1.7336	2.1961	710.61	3.6225	32.254	0.078022	vapor
865.53	0.075000	0.18782	5.3242	3289.7	3689.0	9.2135	1.7344	2.1970	711.08	3.6080	32.302	0.078177	vapor
866.75	0.075000	0.18756	5.3317	3291.8	3691.7	9.2166	1.7353	2.1978	711.54	3.5937	32.351	0.078333	vapor
867.96	0.075000	0.18730	5.3391	3293.9	3694.3	9.2196	1.7361	2.1987	712.00	3.5794	32.399	0.078488	vapor
869.17	0.075000	0.18703	5.3466	3296.0	3697.0	9.2227	1.7370	2.1995	712.46	3.5652	32.448	0.078644	vapor
870.38	0.075000	0.18677	5.3541	3298.1	3699.7	9.2258	1.7378	2.2004	712.92	3.5511	32.496	0.078800	vapor
871.59	0.075000	0.18651	5.3615	3300.2	3702.3	9.2288	1.7387	2.2012	713.38	3.5371	32.545	0.078955	vapor
872.80	0.075000	0.18625	5.3690	3302.3	3705.0	9.2319	1.7395	2.2021	713.84	3.5231	32.593	0.079111	vapor
874.01	0.075000	0.18600	5.3765	3304.4	3707.7	9.2349	1.7404	2.2029	714.30	3.5092	32.642	0.079267	vapor
875.23	0.075000	0.18574	5.3839	3306.6	3710.3	9.2380	1.7412	2.2038	714.76	3.4954	32.690	0.079423	vapor
876.44	0.075000	0.18548	5.3914	3308.7	3713.0	9.2410	1.7421	2.2046	715.22	3.4816	32.739	0.079579	vapor
877.65	0.075000	0.18522	5.3988	3310.8	3715.7	9.2441	1.7429	2.2055	715.67	3.4680	32.787	0.079735	vapor
878.86	0.075000	0.18497	5.4063	3312.9	3718.4	9.2471	1.7438	2.2063	716.13	3.4544	32.836	0.079892	vapor
880.07	0.075000	0.18471	5.4138	3315.0	3721.0	9.2502	1.7446	2.2072	716.59	3.4408	32.884	0.080048	vapor
881.28	0.075000	0.18446	5.4212	3317.1	3723.7	9.2532	1.7455	2.2080	717.05	3.4274	32.933	0.080204	vapor
882.49	0.075000	0.18421	5.4287	3319.2	3726.4	9.2562	1.7464	2.2088	717.50	3.4140	32.981	0.080361	vapor
883.71	0.075000	0.18395	5.4362	3321.3	3729.1	9.2593	1.7472	2.2097	717.96	3.4007	33.030	0.080517	vapor
884.92	0.075000	0.18370	5.4436	3323.5	3731.7	9.2623	1.7481	2.2105	718.41	3.3874	33.078	0.080674	vapor
886.13	0.075000	0.18345	5.4511	3325.6	3734.4	9.2653	1.7489	2.2114	718.87	3.3743	33.126	0.080830	vapor
887.34	0.075000	0.18320	5.4585	3327.7	3737.1	9.2683	1.7498	2.2122	719.32	3.3612	33.175	0.080987	vapor
888.55	0.075000	0.18295	5.4660	3329.8	3739.8	9.2714	1.7506	2.2131	719.78	3.3481	33.223	0.081144	vapor
889.76	0.075000	0.18270	5.4735	3331.9	3742.5	9.2744	1.7515	2.2139	720.23	3.3352	33.271	0.081301	vapor
890.97	0.075000	0.18245	5.4809	3334.1	3745.1	9.2774	1.7523	2.2148	720.69	3.3222	33.320	0.081458	vapor
892.19	0.075000	0.18220	5.4884	3336.2	3747.8	9.2804	1.7532	2.2156	721.14	3.3094	33.368	0.081615	vapor
893.40	0.075000	0.18196	5.4959	3338.3	3750.5	9.2834	1.7540	2.2165	721.60	3.2966	33.416	0.081772	vapor
894.61	0.075000	0.18171	5.5033	3340.4	3753.2	9.2864	1.7549	2.2173	722.05	3.2839	33.465	0.081929	vapor
895.82	0.075000	0.18146	5.5108	3342.6	3755.9	9.2894	1.7557	2.2182	722.50	3.2713	33.513	0.082086	vapor
897.03	0.075000	0.18122	5.5182	3344.7	3758.6	9.2924	1.7566	2.2190	722.95	3.2587	33.561	0.082243	vapor
898.24	0.075000	0.18097	5.5257	3346.8	3761.3	9.2954	1.7575	2.2199	723.40	3.2462	33.609	0.082401	vapor
899.45	0.075000	0.18073	5.5332	3349.0	3763.9	9.2984	1.7583	2.2207	723.86	3.2338	33.658	0.082558	vapor
900.67	0.075000	0.18049	5.5406	3351.1	3766.6	9.3014	1.7592	2.2216	724.31	3.2214	33.706	0.082716	vapor
901.88	0.075000	0.18024	5.5481	3353.2	3769.3	9.3044	1.7600	2.2225	724.76	3.2091	33.754	0.082873	vapor
903.09	0.075000	0.18000	5.5555	3355.4	3772.0	9.3074	1.7609	2.2233	725.21	3.1968	33.802	0.083031	vapor
904.30	0.075000	0.17976	5.5630	3357.5	3774.7	9.3103	1.7617	2.2242	725.66	3.1847	33.850	0.083189	vapor
905.51	0.075000	0.17952	5.5705	3359.6	3777.4	9.3133	1.7626	2.2250	726.11	3.1725	33.899	0.083347	vapor
906.72	0.075000	0.17928	5.5779	3361.8	3780.1	9.3163	1.7635	2.2259	726.56	3.1605	33.947	0.083504	vapor
907.93	0.075000	0.17904	5.5854	3363.9	3782.8	9.3193	1.7643	2.2267	727.01	3.1485	33.995	0.083662	vapor
909.15	0.075000	0.17880	5.5929	3366.0	3785.5	9.3222	1.7652	2.2276	727.46	3.1365	34.043	0.083820	vapor
910.36	0.075000	0.17856	5.6003	3368.2	3788.2	9.3252	1.7660	2.2284	727.90	3.1246	34.091	0.083978	vapor
911.57	0.075000	0.17832	5.6078	3370.3	3790.9	9.3282	1.7669	2.2293	728.35	3.1128	34.139	0.084137	vapor
912.78	0.075000	0.17809	5.6152	3372.5	3793.6	9.3311	1.7677	2.2301	728.80	3.1010	34.187	0.084295	vapor
913.99	0.075000	0.17785	5.6227	3374.6	3796.3	9.3341	1.7686	2.2310	729.25	3.0893	34.235	0.084453	vapor
915.20	0.075000	0.17761	5.6302	3376.7	3799.0	9.3370	1.7694	2.2318	729.69	3.0777	34.283	0.084612	vapor
916.41	0.075000	0.17738	5.6376	3378.9	3801.7	9.3400	1.7703	2.2327	730.14	3.0661	34.332	0.084770	vapor
917.62	0.075000	0.17715	5.6451	3381.0	3804.4	9.3429	1.7712	2.2335	730.59	3.0546	34.380	0.084928	vapor
918.84	0.075000	0.17691	5.6525	3383.2	3807.1	9.3459	1.7720	2.2344	731.03	3.0431	34.428	0.085087	vapor
920.05	0.075000	0.17668	5.6600	3385.3	3809.8	9.3488	1.7729	2.2352	731.48	3.0317	34.476	0.085246	vapor
921.26	0.075000	0.17645	5.6675	3387.5	3812.5	9.3518	1.7737	2.2361	731.92	3.0203	34.524	0.085404	vapor
922.47	0.075000	0.17621	5.6749	3389.6	3815.2	9.3547	1.7746	2.2370	732.37	3.0090	34.572	0.085563	vapor
923.68	0.075000	0.17598	5.6824	3391.8	3818.0	9.3576	1.7755	2.2378	732.81	2.9978	34.620	0.085722	vapor
924.89	0.075000	0.17575	5.6899	3393.9	3820.7	9.3606	1.7763	2.2387	733.26	2.9866	34.668	0.085881	vapor
926.10	0.075000	0.17552	5.6973	3396.1	3823.4	9.3635	1.7772	2.2395	733.70	2.9755	34.715	0.086040	vapor
927.32	0.075000	0.17529	5.7048	3398.2	3826.1	9.3664	1.7780	2.2404	734.15	2.9644	34.763	0.086199	vapor
928.53	0.075000	0.17506	5.7122	3400.4	3828.8	9.3694	1.7789	2.2412	734.59	2.9534	34.811	0.086358	vapor
929.74	0.075000	0.17483	5.7197	3402.5	3831.5	9.3723	1.7797	2.2421	735.03	2.9424	34.859	0.086517	vapor
930.95	0.075000	0.17461	5.7272	3404.7	3834.2	9.3752	1.7806	2.2429	735.48	2.9315	34.907	0.086676	vapor
932.16	0.075000	0.17438	5.7346	3406.9	3837.0	9.3781	1.7815	2.2438	735.92	2.9207	34.955	0.086836	vapor
933.37	0.075000	0.17415	5.7421	3409.0	3839.7	9.3810	1.7823	2.2446	736.36	2.9098	35.003	0.086995	vapor
934.58	0.075000	0.17393	5.7495	3411.2	3842.4	9.3840	1.7832	2.2455	736.80	2.8991	35.051	0.087155	vapor
935.80	0.075000	0.17370	5.7570	3413.3	3845.1	9.3869	1.7840	2.2464	737.24	2.8884	35.099	0.087314	vapor
937.01	0.075000	0.17348	5.7645	3415.5	3847.8	9.3898	1.7849	2.2472	737.68	2.8777	35.146	0.087474	vapor
938.22	0.075000	0.17325	5.7719	3417.7	3850.6	9.3927	1.7858	2.2481	738.12	2.8672	35.194	0.087633	vapor
939.43	0.075000	0.17303	5.7794	3419.8	3853.3	9.3956	1.7866	2.2489	738.56	2.8566	35.242	0.087793	vapor
940.64	0.075000	0.17281	5.7868	3422.0	3856.0	9.3985	1.7875	2.2498	739.00	2.8461	35.290	0.087953	vapor
941.85	0.075000	0.17258	5.7943	3424.2	3858.7	9.4014	1.7883	2.2506	739.44	2.8357	35.337	0.088113	vapor
943.06	0.075000	0.17236	5.8018	3426.3	3861.5	9.4043	1.7892	2.2515	739.88	2.8253	35.385	0.088273	vapor
944.28	0.075000	0.17214	5.8092	3428.5	3864.2	9.4072	1.7901	2.2523	740.32	2.8149	35.433	0.088433	vapor
945.49	0.075000	0.17192	5.8167	3430.7	3866.9	9.4100	1.7909	2.2532	740.76	2.8047	35.481	0.088593	vapor
946.70	0.075000	0.17170	5.8242	3432.8	3869.6	9.4129	1.7918	2.2541	741.20	2.7944	35.528	0.088753	vapor
947.91	0.075000	0.17148	5.8316	3435.0	3872.4	9.4158	1.7926	2.2549	741.64	2.7842	35.576	0.088913	vapor
949.12	0.075000	0.17126	5.8391	3437.2	3875.1	9.4187	1.7935	2.2558	742.08	2.7741	35.624	0.089073	vapor
950.33	0.075000	0.17104	5.8465	3439.4	3877.8	9.4216	1.7943	2.2566	742.51	2.7640	35.671	0.089233	vapor
951.54	0.075000	0.17082	5.8540	3441.5	3880.6	9.4244	1.7952	2.2575	742.95	2.7539	35.719	0.089394	vapor
952.76	0.075000	0.17061	5.8615	3443.7	3883.3	9.4273	1.7961	2.2583	743.39	2.7439	35.767	0.089554	vapor
953.97	0.075000	0.17039	5.8689	3445.9	3886.0	9.4302	1.7969	2.2592	743.82	2.7340	35.814	0.089715	vapor
955.18	0.075000	0.17017	5.8764	3448.1	3888.8	9.4331	1.7978	2.2601	744.26	2.7241	35.862	0.089875	vapor
956.39	0.075000	0.16996	5.8838	3450.2	3891.5	9.4359	1.7986	2.2609	744.70	2.7142	35.910	0.090036	vapor
957.60	0.075000	0.16974	5.8913	3452.4	3894.3	9.4388	1.7995	2.2618	745.13	2.7044	35.957	0.090197	vapor
958.81	0.075000	0.16953	5.8988	3454.6	3897.0	9.4416	1.8004	2.2626	745.57	2.6947	36.005	0.090357	vapor
960.02	0.075000	0.16931	5.9062	3456.8	3899.7	9.4445	1.8012	2.2635	746.00	2.6850	36.052	0.090518	vapor
961.24	0.075000	0.16910	5.9137	3459.0	3902.5	9.4474	1.8021	2.2643	746.44	2.6753	36.100	0.090679	vapor
962.45	0.075000	0.16889	5.9211	3461.1	3905.2	9.4502	1.8029	2.2652	746.87	2.6657	36.147	0.090840	vapor
963.66	0.075000	0.16867	5.9286	3463.3	3908.0	9.4531	1.8038	2.2660	747.30	2.6561	36.195	0.091001	vapor
964.87	0.075000	0.16846	5.9361	3465.5	3910.7	9.4559	1.8047	2.2669	747.74	2.6466	36.242	0.091162	vapor
966.08	0.075000	0.16825	5.9435	3467.7	3913.5	9.4587	1.8055	2.2678	748.17	2.6371	36.290	0.091323	vapor
967.29	0.075000	0.16804	5.9510	3469.9	3916.2	9.4616	1.8064	2.2686	748.60	2.6276	36.337	0.091484	vapor
968.50	0.075000	0.16783	5.9584	3472.1	3919.0	9.4644	1.8072	2.2695	749.04	2.6182	36.385	0.091645	vapor
969.72	0.075000	0.16762	5.9659	3474.3	3921.7	9.4673	1.8081	2.2703	749.47	2.6089	36.432	0.091807	vapor
970.93	0.075000	0.16741	5.9734	3476.5	3924.5	9.4701	1.8090	2.2712	749.90	2.5996	36.480	0.091968	vapor
972.14	0.075000	0.16720	5.9808	3478.7	3927.2	9.4729	1.8098	2.2720	750.33	2.5903	36.527	0.092130	vapor
973.35	0.075000	0.16699	5.9883	3480.8	3930.0	9.4758	1.8107	2.2729	750.77	2.5811	36.575	0.092291	vapor
974.56	0.075000	0.16679	5.9957	3483.0	3932.7	9.4786	1.8115	2.2738	751.20	2.5719	36.622	0.092453	vapor
975.77	0.075000	0.16658	6.0032	3485.2	3935.5	9.4814	1.8124	2.2746	751.63	2.5628	36.669	0.092614	vapor
976.98	0.075000	0.16637	6.0107	3487.4	3938.2	9.4842	1.8133	2.2755	752.06	2.5537	36.717	0.092776	vapor
978.19	0.075000	0.16616	6.0181	3489.6	3941.0	9.4871	1.8141	2.2763	752.49	2.5446	36.764	0.092938	vapor
979.41	0.075000	0.16596	6.0256	3491.8	3943.8	9.4899	1.8150	2.2772	752.92	2.5356	36.811	0.093099	vapor
980.62	0.075000	0.16575	6.0330	3494.0	3946.5	9.4927	1.8158	2.2780	753.35	2.5266	36.859	0.093261	vapor
981.83	0.075000	0.16555	6.0405	3496.2	3949.3	9.4955	1.8167	2.2789	753.78	2.5177	36.906	0.093423	vapor
983.04	0.075000	0.16534	6.0480	3498.4	3952.0	9.4983	1.8176	2.2798	754.21	2.5088	36.953	0.093585	vapor
984.25	0.075000	0.16514	6.0554	3500.6	3954.8	9.5011	1.8184	2.2806	754.64	2.5000	37.001	0.093747	vapor
985.46	0.075000	0.16494	6.0629	3502.8	3957.6	9.5039	1.8193	2.2815	755.06	2.4912	37.048	0.093909	vapor
986.67	0.075000	0.16474	6.0703	3505.0	3960.3	9.5067	1.8201	2.2823	755.49	2.4824	37.095	0.094071	vapor
987.89	0.075000	0.16453	6.0778	3507.3	3963.1	9.5095	1.8210	2.2832	755.92	2.4737	37.142	0.094234	vapor
989.10	0.075000	0.16433	6.0853	3509.5	3965.9	9.5123	1.8218	2.2840	756.35	2.4650	37.190	0.094396	vapor
990.31	0.075000	0.16413	6.0927	3511.7	3968.6	9.5151	1.8227	2.2849	756.78	2.4564	37.237	0.094558	vapor
991.52	0.075000	0.16393	6.1002	3513.9	3971.4	9.5179	1.8236	2.2857	757.20	2.4478	37.284	0.094721	vapor
992.73	0.075000	0.16373	6.1076	3516.1	3974.2	9.5207	1.8244	2.2866	757.63	2.4392	37.331	0.094883	vapor
993.94	0.075000	0.16353	6.1151	3518.3	3976.9	9.5235	1.8253	2.2875	758.06	2.4307	37.378	0.095046	vapor
995.15	0.075000	0.16333	6.1226	3520.5	3979.7	9.5263	1.8261	2.2883	758.48	2.4222	37.426	0.095208	vapor
996.37	0.075000	0.16313	6.1300	3522.7	3982.5	9.5291	1.8270	2.2892	758.91	2.4137	37.473	0.095371	vapor
997.58	0.075000	0.16293	6.1375	3524.9	3985.2	9.5319	1.8279	2.2900	759.33	2.4053	37.520	0.095533	vapor
998.79	0.075000	0.16274	6.1449	3527.2	3988.0	9.5346	1.8287	2.2909	759.76	2.3970	37.567	0.095696	vapor
1000.0	0.075000	0.16254	6.1524	3529.4	3990.8	9.5374	1.8296	2.2917	760.18	2.3886	37.614	0.095859	vapor
