Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
273.16	6.0000	1002.8	0.00099718	0.10163	6.0847	0.00033895	4.1898	4.1910	1411.9	-0.24088	1778.3	0.56011	liquid
274.37	6.0000	1002.9	0.00099714	5.1770	11.160	0.018877	4.1877	4.1880	1417.9	-0.23972	1706.5	0.56308	liquid
275.58	6.0000	1002.9	0.00099712	10.249	16.232	0.037321	4.1853	4.1853	1423.8	-0.23860	1639.2	0.56597	liquid
276.79	6.0000	1002.9	0.00099713	15.317	21.300	0.055673	4.1828	4.1829	1429.5	-0.23750	1576.1	0.56880	liquid
278.01	6.0000	1002.9	0.00099716	20.383	26.366	0.073935	4.1801	4.1806	1435.0	-0.23642	1516.8	0.57155	liquid
279.22	6.0000	1002.8	0.00099720	25.446	31.429	0.092108	4.1772	4.1786	1440.4	-0.23537	1461.0	0.57425	liquid
280.43	6.0000	1002.7	0.00099727	30.506	36.490	0.11019	4.1743	4.1768	1445.6	-0.23435	1408.4	0.57688	liquid
281.64	6.0000	1002.6	0.00099736	35.564	41.549	0.12819	4.1711	4.1752	1450.7	-0.23334	1358.8	0.57946	liquid
282.85	6.0000	1002.5	0.00099747	40.621	46.606	0.14611	4.1679	4.1737	1455.7	-0.23236	1311.9	0.58198	liquid
284.06	6.0000	1002.4	0.00099760	45.675	51.661	0.16394	4.1646	4.1723	1460.4	-0.23139	1267.6	0.58444	liquid
285.27	6.0000	1002.3	0.00099775	50.728	56.714	0.18170	4.1611	4.1711	1465.1	-0.23045	1225.6	0.58686	liquid
286.49	6.0000	1002.1	0.00099791	55.779	61.767	0.19937	4.1575	4.1701	1469.6	-0.22952	1185.8	0.58923	liquid
287.70	6.0000	1001.9	0.00099809	60.829	66.818	0.21696	4.1538	4.1691	1474.0	-0.22860	1148.1	0.59155	liquid
288.91	6.0000	1001.7	0.00099829	65.878	71.868	0.23448	4.1500	4.1683	1478.2	-0.22771	1112.2	0.59382	liquid
290.12	6.0000	1001.5	0.00099850	70.926	76.917	0.25192	4.1461	4.1675	1482.4	-0.22682	1078.1	0.59605	liquid
291.33	6.0000	1001.3	0.00099873	75.972	81.965	0.26928	4.1421	4.1669	1486.3	-0.22596	1045.7	0.59824	liquid
292.54	6.0000	1001.0	0.00099898	81.018	87.012	0.28657	4.1380	4.1663	1490.2	-0.22510	1014.8	0.60039	liquid
293.75	6.0000	1000.8	0.00099924	86.063	92.059	0.30379	4.1339	4.1658	1494.0	-0.22426	985.36	0.60250	liquid
294.97	6.0000	1000.5	0.00099952	91.108	97.105	0.32093	4.1296	4.1654	1497.6	-0.22343	957.26	0.60457	liquid
296.18	6.0000	1000.2	0.00099981	96.152	102.15	0.33800	4.1253	4.1650	1501.1	-0.22261	930.44	0.60660	liquid
297.39	6.0000	999.89	0.0010001	101.20	107.20	0.35500	4.1208	4.1647	1504.5	-0.22180	904.80	0.60860	liquid
298.60	6.0000	999.57	0.0010004	106.24	112.24	0.37193	4.1163	4.1645	1507.8	-0.22101	880.29	0.61056	liquid
299.81	6.0000	999.24	0.0010008	111.28	117.29	0.38879	4.1118	4.1643	1511.0	-0.22022	856.83	0.61248	liquid
301.02	6.0000	998.90	0.0010011	116.32	122.33	0.40559	4.1071	4.1642	1514.0	-0.21944	834.37	0.61437	liquid
302.23	6.0000	998.54	0.0010015	121.37	127.37	0.42231	4.1024	4.1641	1517.0	-0.21867	812.84	0.61623	liquid
303.45	6.0000	998.17	0.0010018	126.41	132.42	0.43897	4.0976	4.1641	1519.8	-0.21791	792.20	0.61806	liquid
304.66	6.0000	997.79	0.0010022	131.45	137.46	0.45556	4.0927	4.1641	1522.6	-0.21716	772.39	0.61985	liquid
305.87	6.0000	997.40	0.0010026	136.49	142.51	0.47208	4.0878	4.1642	1525.2	-0.21642	753.37	0.62162	liquid
307.08	6.0000	996.99	0.0010030	141.53	147.55	0.48854	4.0828	4.1642	1527.8	-0.21568	735.10	0.62335	liquid
308.29	6.0000	996.57	0.0010034	146.58	152.60	0.50494	4.0777	4.1644	1530.3	-0.21495	717.53	0.62505	liquid
309.50	6.0000	996.15	0.0010039	151.62	157.64	0.52127	4.0726	4.1645	1532.6	-0.21423	700.64	0.62673	liquid
310.71	6.0000	995.71	0.0010043	156.66	162.69	0.53754	4.0674	4.1647	1534.9	-0.21351	684.39	0.62837	liquid
311.92	6.0000	995.26	0.0010048	161.70	167.73	0.55374	4.0622	4.1649	1537.1	-0.21280	668.73	0.62999	liquid
313.14	6.0000	994.79	0.0010052	166.75	172.78	0.56989	4.0569	4.1651	1539.2	-0.21209	653.66	0.63158	liquid
314.35	6.0000	994.32	0.0010057	171.79	177.82	0.58597	4.0515	4.1654	1541.1	-0.21139	639.13	0.63314	liquid
315.56	6.0000	993.84	0.0010062	176.83	182.87	0.60199	4.0462	4.1657	1543.1	-0.21070	625.12	0.63467	liquid
316.77	6.0000	993.35	0.0010067	181.88	187.92	0.61795	4.0407	4.1660	1544.9	-0.21000	611.60	0.63618	liquid
317.98	6.0000	992.85	0.0010072	186.92	192.96	0.63386	4.0352	4.1663	1546.6	-0.20932	598.56	0.63766	liquid
319.19	6.0000	992.33	0.0010077	191.96	198.01	0.64970	4.0297	4.1667	1548.3	-0.20864	585.96	0.63911	liquid
320.40	6.0000	991.81	0.0010083	197.01	203.06	0.66548	4.0241	4.1670	1549.9	-0.20796	573.80	0.64054	liquid
321.62	6.0000	991.28	0.0010088	202.05	208.11	0.68121	4.0185	4.1674	1551.4	-0.20728	562.04	0.64194	liquid
322.83	6.0000	990.74	0.0010093	207.10	213.16	0.69688	4.0128	4.1678	1552.8	-0.20661	550.68	0.64332	liquid
324.04	6.0000	990.19	0.0010099	212.14	218.20	0.71249	4.0071	4.1683	1554.1	-0.20594	539.68	0.64467	liquid
325.25	6.0000	989.63	0.0010105	217.19	223.25	0.72804	4.0013	4.1687	1555.4	-0.20528	529.05	0.64600	liquid
326.46	6.0000	989.06	0.0010111	222.24	228.30	0.74354	3.9955	4.1692	1556.6	-0.20462	518.76	0.64730	liquid
327.67	6.0000	988.48	0.0010117	227.29	233.36	0.75898	3.9897	4.1697	1557.7	-0.20396	508.79	0.64858	liquid
328.88	6.0000	987.89	0.0010123	232.33	238.41	0.77437	3.9839	4.1702	1558.7	-0.20330	499.14	0.64984	liquid
330.10	6.0000	987.30	0.0010129	237.38	243.46	0.78971	3.9780	4.1707	1559.7	-0.20264	489.79	0.65107	liquid
331.31	6.0000	986.69	0.0010135	242.43	248.51	0.80498	3.9721	4.1712	1560.6	-0.20199	480.72	0.65228	liquid
332.52	6.0000	986.08	0.0010141	247.48	253.56	0.82021	3.9661	4.1718	1561.5	-0.20134	471.93	0.65346	liquid
333.73	6.0000	985.46	0.0010148	252.53	258.62	0.83538	3.9602	4.1723	1562.2	-0.20069	463.41	0.65462	liquid
334.94	6.0000	984.83	0.0010154	257.58	263.67	0.85050	3.9542	4.1729	1562.9	-0.20004	455.14	0.65576	liquid
336.15	6.0000	984.19	0.0010161	262.63	268.73	0.86557	3.9481	4.1735	1563.6	-0.19939	447.12	0.65687	liquid
337.36	6.0000	983.55	0.0010167	267.68	273.79	0.88058	3.9421	4.1742	1564.1	-0.19874	439.32	0.65796	liquid
338.58	6.0000	982.89	0.0010174	272.74	278.84	0.89554	3.9360	4.1748	1564.6	-0.19809	431.76	0.65903	liquid
339.79	6.0000	982.23	0.0010181	277.79	283.90	0.91045	3.9299	4.1755	1565.1	-0.19744	424.41	0.66007	liquid
341.00	6.0000	981.56	0.0010188	282.85	288.96	0.92532	3.9238	4.1761	1565.5	-0.19680	417.27	0.66110	liquid
342.21	6.0000	980.88	0.0010195	287.90	294.02	0.94013	3.9177	4.1768	1565.8	-0.19615	410.33	0.66210	liquid
343.42	6.0000	980.20	0.0010202	292.96	299.08	0.95489	3.9116	4.1776	1566.1	-0.19550	403.59	0.66308	liquid
344.63	6.0000	979.50	0.0010209	298.01	304.14	0.96960	3.9054	4.1783	1566.3	-0.19486	397.03	0.66403	liquid
345.84	6.0000	978.80	0.0010217	303.07	309.20	0.98426	3.8992	4.1790	1566.4	-0.19421	390.65	0.66497	liquid
347.06	6.0000	978.09	0.0010224	308.13	314.26	0.99887	3.8931	4.1798	1566.5	-0.19356	384.45	0.66588	liquid
348.27	6.0000	977.38	0.0010231	313.19	319.33	1.0134	3.8869	4.1806	1566.5	-0.19291	378.41	0.66678	liquid
349.48	6.0000	976.65	0.0010239	318.25	324.39	1.0280	3.8807	4.1814	1566.5	-0.19226	372.53	0.66765	liquid
350.69	6.0000	975.92	0.0010247	323.31	329.46	1.0424	3.8745	4.1823	1566.4	-0.19161	366.80	0.66850	liquid
351.90	6.0000	975.18	0.0010254	328.37	334.53	1.0569	3.8683	4.1831	1566.3	-0.19096	361.23	0.66933	liquid
353.11	6.0000	974.44	0.0010262	333.44	339.59	1.0712	3.8620	4.1840	1566.1	-0.19031	355.80	0.67013	liquid
354.32	6.0000	973.69	0.0010270	338.50	344.66	1.0856	3.8558	4.1849	1565.9	-0.18965	350.51	0.67092	liquid
355.54	6.0000	972.93	0.0010278	343.57	349.73	1.0998	3.8496	4.1859	1565.6	-0.18900	345.36	0.67169	liquid
356.75	6.0000	972.16	0.0010286	348.63	354.80	1.1141	3.8433	4.1868	1565.2	-0.18834	340.33	0.67243	liquid
357.96	6.0000	971.39	0.0010295	353.70	359.88	1.1283	3.8371	4.1878	1564.8	-0.18768	335.43	0.67316	liquid
359.17	6.0000	970.60	0.0010303	358.77	364.95	1.1424	3.8309	4.1888	1564.4	-0.18702	330.66	0.67386	liquid
360.38	6.0000	969.82	0.0010311	363.84	370.03	1.1565	3.8246	4.1898	1563.9	-0.18635	326.00	0.67454	liquid
361.59	6.0000	969.02	0.0010320	368.91	375.10	1.1706	3.8184	4.1909	1563.3	-0.18568	321.45	0.67521	liquid
362.80	6.0000	968.22	0.0010328	373.98	380.18	1.1846	3.8122	4.1919	1562.7	-0.18501	317.02	0.67585	liquid
364.02	6.0000	967.41	0.0010337	379.06	385.26	1.1986	3.8059	4.1931	1562.1	-0.18434	312.69	0.67648	liquid
365.23	6.0000	966.60	0.0010346	384.13	390.34	1.2125	3.7997	4.1942	1561.4	-0.18367	308.47	0.67708	liquid
366.44	6.0000	965.77	0.0010354	389.21	395.42	1.2264	3.7935	4.1953	1560.7	-0.18299	304.35	0.67766	liquid
367.65	6.0000	964.94	0.0010363	394.28	400.50	1.2403	3.7873	4.1965	1559.9	-0.18231	300.32	0.67823	liquid
368.86	6.0000	964.11	0.0010372	399.36	405.59	1.2541	3.7811	4.1978	1559.0	-0.18162	296.39	0.67877	liquid
370.07	6.0000	963.27	0.0010381	404.44	410.67	1.2678	3.7749	4.1990	1558.2	-0.18093	292.54	0.67930	liquid
371.28	6.0000	962.42	0.0010391	409.53	415.76	1.2816	3.7687	4.2003	1557.2	-0.18024	288.79	0.67981	liquid
372.49	6.0000	961.56	0.0010400	414.61	420.85	1.2952	3.7625	4.2016	1556.3	-0.17955	285.12	0.68029	liquid
373.71	6.0000	960.70	0.0010409	419.69	425.94	1.3089	3.7563	4.2029	1555.3	-0.17885	281.54	0.68076	liquid
374.92	6.0000	959.83	0.0010418	424.78	431.03	1.3225	3.7501	4.2043	1554.2	-0.17815	278.03	0.68121	liquid
376.13	6.0000	958.96	0.0010428	429.87	436.13	1.3361	3.7440	4.2057	1553.1	-0.17744	274.61	0.68164	liquid
377.34	6.0000	958.07	0.0010438	434.96	441.22	1.3496	3.7378	4.2071	1552.0	-0.17673	271.26	0.68205	liquid
378.55	6.0000	957.19	0.0010447	440.05	446.32	1.3631	3.7317	4.2086	1550.8	-0.17601	267.98	0.68245	liquid
379.76	6.0000	956.29	0.0010457	445.14	451.42	1.3765	3.7256	4.2101	1549.6	-0.17529	264.78	0.68282	liquid
380.97	6.0000	955.39	0.0010467	450.24	456.52	1.3899	3.7195	4.2116	1548.3	-0.17457	261.64	0.68318	liquid
382.19	6.0000	954.48	0.0010477	455.34	461.62	1.4033	3.7134	4.2132	1547.0	-0.17384	258.57	0.68351	liquid
383.40	6.0000	953.57	0.0010487	460.43	466.73	1.4166	3.7073	4.2148	1545.7	-0.17311	255.57	0.68383	liquid
384.61	6.0000	952.65	0.0010497	465.54	471.83	1.4299	3.7012	4.2164	1544.3	-0.17237	252.63	0.68414	liquid
385.82	6.0000	951.72	0.0010507	470.64	476.94	1.4432	3.6952	4.2181	1542.9	-0.17162	249.75	0.68442	liquid
387.03	6.0000	950.79	0.0010518	475.74	482.05	1.4564	3.6891	4.2198	1541.4	-0.17087	246.93	0.68468	liquid
388.24	6.0000	949.85	0.0010528	480.85	487.17	1.4696	3.6831	4.2215	1539.9	-0.17012	244.18	0.68493	liquid
389.45	6.0000	948.91	0.0010538	485.96	492.28	1.4828	3.6771	4.2233	1538.3	-0.16936	241.47	0.68516	liquid
390.67	6.0000	947.96	0.0010549	491.07	497.40	1.4959	3.6711	4.2251	1536.7	-0.16859	238.83	0.68537	liquid
391.88	6.0000	947.00	0.0010560	496.18	502.52	1.5090	3.6652	4.2269	1535.1	-0.16782	236.23	0.68557	liquid
393.09	6.0000	946.03	0.0010570	501.30	507.64	1.5220	3.6592	4.2288	1533.5	-0.16704	233.69	0.68574	liquid
394.30	6.0000	945.06	0.0010581	506.41	512.76	1.5350	3.6533	4.2308	1531.8	-0.16626	231.20	0.68590	liquid
395.51	6.0000	944.09	0.0010592	511.53	517.89	1.5480	3.6474	4.2327	1530.0	-0.16547	228.76	0.68604	liquid
396.72	6.0000	943.11	0.0010603	516.66	523.02	1.5610	3.6415	4.2347	1528.3	-0.16467	226.37	0.68617	liquid
397.93	6.0000	942.12	0.0010614	521.78	528.15	1.5739	3.6356	4.2368	1526.4	-0.16387	224.02	0.68627	liquid
399.15	6.0000	941.12	0.0010626	526.91	533.28	1.5868	3.6297	4.2389	1524.6	-0.16306	221.72	0.68637	liquid
400.36	6.0000	940.12	0.0010637	532.04	538.42	1.5996	3.6239	4.2410	1522.7	-0.16224	219.47	0.68644	liquid
401.57	6.0000	939.11	0.0010648	537.17	543.56	1.6124	3.6181	4.2432	1520.8	-0.16142	217.26	0.68649	liquid
402.78	6.0000	938.10	0.0010660	542.30	548.70	1.6252	3.6123	4.2454	1518.8	-0.16059	215.09	0.68653	liquid
403.99	6.0000	937.08	0.0010671	547.44	553.84	1.6380	3.6065	4.2477	1516.8	-0.15975	212.96	0.68656	liquid
405.20	6.0000	936.05	0.0010683	552.58	558.99	1.6507	3.6007	4.2500	1514.8	-0.15890	210.87	0.68656	liquid
406.41	6.0000	935.02	0.0010695	557.72	564.14	1.6634	3.5950	4.2523	1512.7	-0.15805	208.82	0.68655	liquid
407.63	6.0000	933.98	0.0010707	562.87	569.29	1.6760	3.5893	4.2547	1510.6	-0.15719	206.81	0.68653	liquid
408.84	6.0000	932.94	0.0010719	568.02	574.45	1.6887	3.5836	4.2571	1508.5	-0.15632	204.84	0.68648	liquid
410.05	6.0000	931.88	0.0010731	573.17	579.61	1.7013	3.5779	4.2596	1506.3	-0.15545	202.90	0.68642	liquid
411.26	6.0000	930.83	0.0010743	578.32	584.77	1.7138	3.5723	4.2621	1504.1	-0.15456	200.99	0.68635	liquid
412.47	6.0000	929.76	0.0010755	583.48	589.93	1.7264	3.5666	4.2647	1501.9	-0.15367	199.13	0.68626	liquid
413.68	6.0000	928.69	0.0010768	588.64	595.10	1.7389	3.5610	4.2673	1499.6	-0.15277	197.29	0.68615	liquid
414.89	6.0000	927.62	0.0010780	593.80	600.27	1.7514	3.5555	4.2700	1497.3	-0.15186	195.49	0.68602	liquid
416.11	6.0000	926.53	0.0010793	598.97	605.45	1.7638	3.5499	4.2727	1495.0	-0.15094	193.72	0.68588	liquid
417.32	6.0000	925.45	0.0010806	604.14	610.62	1.7762	3.5444	4.2755	1492.6	-0.15001	191.98	0.68573	liquid
418.53	6.0000	924.35	0.0010818	609.31	615.81	1.7886	3.5389	4.2783	1490.2	-0.14907	190.27	0.68556	liquid
419.74	6.0000	923.25	0.0010831	614.49	620.99	1.8010	3.5334	4.2812	1487.8	-0.14813	188.59	0.68537	liquid
420.95	6.0000	922.14	0.0010844	619.67	626.18	1.8134	3.5279	4.2841	1485.3	-0.14717	186.94	0.68517	liquid
422.16	6.0000	921.03	0.0010857	624.86	631.37	1.8257	3.5224	4.2871	1482.8	-0.14620	185.32	0.68495	liquid
423.37	6.0000	919.91	0.0010871	630.04	636.57	1.8380	3.5170	4.2901	1480.2	-0.14523	183.72	0.68471	liquid
424.59	6.0000	918.78	0.0010884	635.23	641.76	1.8502	3.5116	4.2932	1477.7	-0.14424	182.16	0.68446	liquid
425.80	6.0000	917.65	0.0010897	640.43	646.97	1.8625	3.5063	4.2963	1475.0	-0.14325	180.61	0.68420	liquid
427.01	6.0000	916.51	0.0010911	645.63	652.17	1.8747	3.5009	4.2995	1472.4	-0.14224	179.10	0.68392	liquid
428.22	6.0000	915.36	0.0010925	650.83	657.38	1.8868	3.4956	4.3027	1469.7	-0.14122	177.61	0.68362	liquid
429.43	6.0000	914.21	0.0010938	656.03	662.60	1.8990	3.4903	4.3060	1467.0	-0.14019	176.14	0.68331	liquid
430.64	6.0000	913.05	0.0010952	661.24	667.82	1.9111	3.4850	4.3094	1464.3	-0.13915	174.70	0.68298	liquid
431.85	6.0000	911.89	0.0010966	666.46	673.04	1.9233	3.4797	4.3128	1461.5	-0.13810	173.28	0.68264	liquid
433.06	6.0000	910.71	0.0010980	671.68	678.27	1.9353	3.4745	4.3162	1458.7	-0.13704	171.88	0.68229	liquid
434.28	6.0000	909.53	0.0010995	676.90	683.50	1.9474	3.4693	4.3198	1455.9	-0.13596	170.51	0.68206	liquid
435.49	6.0000	908.35	0.0011009	682.13	688.73	1.9594	3.4641	4.3234	1453.0	-0.13488	169.16	0.68175	liquid
436.70	6.0000	907.16	0.0011023	687.36	693.97	1.9715	3.4590	4.3270	1450.1	-0.13378	167.83	0.68141	liquid
437.91	6.0000	905.96	0.0011038	692.59	699.21	1.9834	3.4538	4.3307	1447.2	-0.13267	166.52	0.68105	liquid
439.12	6.0000	904.75	0.0011053	697.83	704.46	1.9954	3.4487	4.3345	1444.2	-0.13154	165.23	0.68066	liquid
440.33	6.0000	903.54	0.0011068	703.08	709.72	2.0074	3.4436	4.3383	1441.2	-0.13041	163.96	0.68026	liquid
441.54	6.0000	902.32	0.0011082	708.32	714.97	2.0193	3.4386	4.3422	1438.2	-0.12926	162.71	0.67984	liquid
442.76	6.0000	901.10	0.0011098	713.58	720.24	2.0312	3.4335	4.3462	1435.1	-0.12809	161.48	0.67941	liquid
443.97	6.0000	899.87	0.0011113	718.84	725.50	2.0431	3.4285	4.3502	1432.1	-0.12691	160.26	0.67895	liquid
445.18	6.0000	898.63	0.0011128	724.10	730.78	2.0549	3.4235	4.3543	1428.9	-0.12572	159.07	0.67849	liquid
446.39	6.0000	897.38	0.0011144	729.37	736.05	2.0668	3.4186	4.3585	1425.8	-0.12452	157.89	0.67800	liquid
447.60	6.0000	896.13	0.0011159	734.64	741.34	2.0786	3.4136	4.3628	1422.6	-0.12330	156.73	0.67751	liquid
448.81	6.0000	894.87	0.0011175	739.92	746.62	2.0904	3.4087	4.3671	1419.4	-0.12206	155.59	0.67699	liquid
450.02	6.0000	893.60	0.0011191	745.20	751.92	2.1022	3.4038	4.3714	1416.1	-0.12081	154.46	0.67647	liquid
451.24	6.0000	892.33	0.0011207	750.49	757.22	2.1139	3.3989	4.3759	1412.9	-0.11954	153.35	0.67593	liquid
452.45	6.0000	891.05	0.0011223	755.79	762.52	2.1257	3.3941	4.3804	1409.5	-0.11826	152.26	0.67537	liquid
453.66	6.0000	889.76	0.0011239	761.08	767.83	2.1374	3.3893	4.3850	1406.2	-0.11696	151.18	0.67480	liquid
454.87	6.0000	888.47	0.0011255	766.39	773.14	2.1491	3.3845	4.3897	1402.8	-0.11565	150.12	0.67421	liquid
456.08	6.0000	887.16	0.0011272	771.70	778.46	2.1608	3.3797	4.3945	1399.4	-0.11432	149.07	0.67362	liquid
457.29	6.0000	885.85	0.0011289	777.02	783.79	2.1724	3.3750	4.3993	1396.0	-0.11297	148.04	0.67300	liquid
458.50	6.0000	884.54	0.0011305	782.34	789.12	2.1841	3.3702	4.4042	1392.5	-0.11160	147.02	0.67238	liquid
459.72	6.0000	883.21	0.0011322	787.67	794.46	2.1957	3.3655	4.4092	1389.0	-0.11022	146.01	0.67173	liquid
460.93	6.0000	881.88	0.0011339	793.00	799.80	2.2073	3.3609	4.4143	1385.5	-0.10882	145.02	0.67108	liquid
462.14	6.0000	880.54	0.0011357	798.34	805.16	2.2189	3.3562	4.4195	1381.9	-0.10740	144.04	0.67041	liquid
463.35	6.0000	879.19	0.0011374	803.69	810.51	2.2305	3.3516	4.4247	1378.3	-0.10596	143.08	0.66973	liquid
464.56	6.0000	877.84	0.0011392	809.04	815.88	2.2420	3.3470	4.4301	1374.7	-0.10450	142.12	0.66903	liquid
465.77	6.0000	876.47	0.0011409	814.40	821.25	2.2536	3.3424	4.4355	1371.1	-0.10302	141.18	0.66832	liquid
466.98	6.0000	875.10	0.0011427	819.77	826.62	2.2651	3.3379	4.4410	1367.4	-0.10152	140.25	0.66759	liquid
468.20	6.0000	873.72	0.0011445	825.14	832.01	2.2766	3.3333	4.4466	1363.7	-0.10000	139.34	0.66686	liquid
469.41	6.0000	872.34	0.0011463	830.52	837.40	2.2881	3.3288	4.4523	1359.9	-0.098462	138.43	0.66611	liquid
470.62	6.0000	870.94	0.0011482	835.90	842.79	2.2996	3.3244	4.4581	1356.1	-0.096900	137.54	0.66534	liquid
471.83	6.0000	869.54	0.0011500	841.30	848.20	2.3111	3.3199	4.4640	1352.3	-0.095316	136.66	0.66456	liquid
473.04	6.0000	868.13	0.0011519	846.70	853.61	2.3225	3.3155	4.4700	1348.5	-0.093710	135.79	0.66377	liquid
474.25	6.0000	866.71	0.0011538	852.10	859.03	2.3340	3.3111	4.4761	1344.6	-0.092081	134.93	0.66296	liquid
475.46	6.0000	865.29	0.0011557	857.52	864.45	2.3454	3.3067	4.4823	1340.7	-0.090429	134.08	0.66214	liquid
476.68	6.0000	863.85	0.0011576	862.94	869.89	2.3568	3.3024	4.4887	1336.7	-0.088752	133.24	0.66131	liquid
477.89	6.0000	862.41	0.0011595	868.37	875.33	2.3682	3.2980	4.4951	1332.8	-0.087052	132.41	0.66046	liquid
479.10	6.0000	860.95	0.0011615	873.81	880.78	2.3796	3.2937	4.5016	1328.7	-0.085326	131.59	0.65960	liquid
480.31	6.0000	859.49	0.0011635	879.25	886.23	2.3910	3.2894	4.5083	1324.7	-0.083575	130.78	0.65873	liquid
481.52	6.0000	858.02	0.0011655	884.71	891.70	2.4023	3.2852	4.5150	1320.6	-0.081797	129.98	0.65784	liquid
482.73	6.0000	856.54	0.0011675	890.17	897.17	2.4137	3.2810	4.5219	1316.5	-0.079993	129.18	0.65694	liquid
483.94	6.0000	855.05	0.0011695	895.64	902.66	2.4250	3.2768	4.5289	1312.4	-0.078161	128.40	0.65603	liquid
485.16	6.0000	853.56	0.0011716	901.12	908.15	2.4364	3.2726	4.5360	1308.2	-0.076301	127.63	0.65510	liquid
486.37	6.0000	852.05	0.0011736	906.60	913.65	2.4477	3.2684	4.5433	1304.0	-0.074413	126.86	0.65416	liquid
487.58	6.0000	850.54	0.0011757	912.10	919.15	2.4590	3.2643	4.5506	1299.8	-0.072495	126.11	0.65321	liquid
488.79	6.0000	849.01	0.0011778	917.60	924.67	2.4703	3.2602	4.5581	1295.5	-0.070547	125.36	0.65224	liquid
490.00	6.0000	847.48	0.0011800	923.12	930.20	2.4816	3.2561	4.5658	1291.2	-0.068569	124.62	0.65126	liquid
491.21	6.0000	845.93	0.0011821	928.64	935.73	2.4929	3.2521	4.5736	1286.8	-0.066558	123.88	0.65026	liquid
492.42	6.0000	844.38	0.0011843	934.17	941.28	2.5041	3.2480	4.5815	1282.5	-0.064516	123.16	0.64926	liquid
493.63	6.0000	842.81	0.0011865	939.71	946.83	2.5154	3.2440	4.5896	1278.1	-0.062440	122.44	0.64823	liquid
494.85	6.0000	841.24	0.0011887	945.27	952.40	2.5267	3.2401	4.5978	1273.6	-0.060331	121.73	0.64720	liquid
496.06	6.0000	839.66	0.0011910	950.83	957.97	2.5379	3.2361	4.6061	1269.1	-0.058186	121.03	0.64615	liquid
497.27	6.0000	838.06	0.0011932	956.40	963.56	2.5492	3.2322	4.6147	1264.6	-0.056006	120.33	0.64509	liquid
498.48	6.0000	836.46	0.0011955	961.98	969.15	2.5604	3.2283	4.6233	1260.1	-0.053790	119.64	0.64401	liquid
499.69	6.0000	834.84	0.0011978	967.57	974.76	2.5716	3.2244	4.6322	1255.5	-0.051536	118.96	0.64293	liquid
500.90	6.0000	833.22	0.0012002	973.17	980.38	2.5829	3.2206	4.6412	1250.9	-0.049243	118.29	0.64182	liquid
502.11	6.0000	831.58	0.0012025	978.79	986.00	2.5941	3.2168	4.6504	1246.2	-0.046911	117.62	0.64071	liquid
503.33	6.0000	829.93	0.0012049	984.41	991.64	2.6053	3.2130	4.6597	1241.5	-0.044538	116.95	0.63958	liquid
504.54	6.0000	828.27	0.0012073	990.05	997.29	2.6165	3.2092	4.6693	1236.8	-0.042124	116.30	0.63843	liquid
505.75	6.0000	826.60	0.0012098	995.70	1003.0	2.6277	3.2055	4.6790	1232.0	-0.039667	115.65	0.63728	liquid
506.96	6.0000	824.92	0.0012122	1001.4	1008.6	2.6389	3.2018	4.6889	1227.2	-0.037166	115.00	0.63611	liquid
508.17	6.0000	823.23	0.0012147	1007.0	1014.3	2.6501	3.1981	4.6990	1222.3	-0.034620	114.36	0.63492	liquid
509.38	6.0000	821.52	0.0012173	1012.7	1020.0	2.6613	3.1944	4.7094	1217.5	-0.032027	113.73	0.63373	liquid
510.59	6.0000	819.80	0.0012198	1018.4	1025.7	2.6725	3.1908	4.7199	1212.5	-0.029386	113.10	0.63251	liquid
511.81	6.0000	818.07	0.0012224	1024.1	1031.4	2.6837	3.1872	4.7306	1207.6	-0.026697	112.47	0.63129	liquid
513.02	6.0000	816.33	0.0012250	1029.8	1037.2	2.6949	3.1836	4.7416	1202.6	-0.023957	111.86	0.63005	liquid
514.23	6.0000	814.58	0.0012276	1035.6	1042.9	2.7061	3.1801	4.7528	1197.5	-0.021165	111.24	0.62879	liquid
515.44	6.0000	812.81	0.0012303	1041.3	1048.7	2.7173	3.1766	4.7642	1192.4	-0.018319	110.63	0.62753	liquid
516.65	6.0000	811.03	0.0012330	1047.1	1054.5	2.7285	3.1731	4.7759	1187.3	-0.015418	110.03	0.62624	liquid
517.86	6.0000	809.23	0.0012357	1052.9	1060.3	2.7397	3.1697	4.7878	1182.1	-0.012460	109.43	0.62495	liquid
519.07	6.0000	807.42	0.0012385	1058.6	1066.1	2.7509	3.1663	4.8000	1176.9	-0.0094443	108.84	0.62364	liquid
520.29	6.0000	805.60	0.0012413	1064.5	1071.9	2.7621	3.1629	4.8125	1171.7	-0.0063677	108.24	0.62231	liquid
521.50	6.0000	803.76	0.0012441	1070.3	1077.7	2.7733	3.1595	4.8252	1166.4	-0.0032289	107.66	0.62097	liquid
522.71	6.0000	801.91	0.0012470	1076.1	1083.6	2.7845	3.1562	4.8382	1161.0	-2.5771e-05	107.08	0.61962	liquid
523.92	6.0000	800.05	0.0012499	1082.0	1089.5	2.7957	3.1529	4.8515	1155.7	0.0032436	106.50	0.61825	liquid
